id,source_split,text,tokens,labels,is_correct,review_note
train_035383,train,"Khi đi khám sàng lọc, bạn đem theo các loại thuốc đang dùng để bs cân nhắc nhé. Chào bác sĩ, nay con được 30 tuổi đang có thai khoảng 4 tháng, con thường xuyên bị mất ngủ vì con bị thiếu máu não và rối loạn tiền đìnhvậy bác chỉ cho hỏi, phụ nữ mang thai bị mất ngủ và rối loạn tiền đình nên dùng thuốc gì để giảm chứng bệnh đó? Cảm ơn bác sĩ. Chào bạn. Với 1 phụ nữ có thai và có nhiều tác động từ xã hội, gia đình, lo lắng bản thân có thể dẫn đến stress và gây lo lắng mất ngủ và các triệu chứng khác như chóng mặt.",khi đi khám sàng lọc bạn đem theo các loại thuốc đang dùng để bs cân nhắc nhé chào bác sĩ nay con được 30 tuổi đang có thai khoảng 4 tháng con thường xuyên bị mất ngủ vì con bị thiếu máu não và rối loạn tiền đìnhvậy bác chỉ cho hỏi phụ nữ mang thai bị mất ngủ và rối loạn tiền đình nên dùng thuốc gì để giảm chứng bệnh đó cảm ơn bác sĩ chào bạn với 1 phụ nữ có thai và có nhiều tác động từ xã hội gia đình lo lắng bản thân có thể dẫn đến stress và gây lo lắng mất ngủ và các triệu chứng khác như chóng mặt,O O O O COMMA O O O O O O O O O O O O PERIOD O O COMMA O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O QUESTION O O O PERIOD O PERIOD O O O O O O O O O O O O O COMMA O COMMA O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_036049,train,"Theo bạn cho biết, con trai bạn 10 tuổi, thường bị sưng rộp và bọng nước trên môi, còn bị đốm da ở vùng cổ và dương vật, cháu được bệnh viện da liễu tp hcm chẩn đoán là hồng ban sắc tố, dị ứng với thuốc paracetamol, panadol, decolgen đây là những loại thuốc chống viêm hạ sốt mà đều có chung hoạt chất là paracetamol bạn nhé, chứ không phải là thuốc kháng sinh như bạn nói. Tuy nhiên bạn cho biết là thực tế cháu bị sưng môi ngay sau khi sốt và trước khi uống thuốc hạ sốt. Vậy thì trước đó cháu có uống loại thuốc nào khác hay không?",theo bạn cho biết con trai bạn 10 tuổi thường bị sưng rộp và bọng nước trên môi còn bị đốm da ở vùng cổ và dương vật cháu được bệnh viện da liễu tp hcm chẩn đoán là hồng ban sắc tố dị ứng với thuốc paracetamol panadol decolgen đây là những loại thuốc chống viêm hạ sốt mà đều có chung hoạt chất là paracetamol bạn nhé chứ không phải là thuốc kháng sinh như bạn nói tuy nhiên bạn cho biết là thực tế cháu bị sưng môi ngay sau khi sốt và trước khi uống thuốc hạ sốt vậy thì trước đó cháu có uống loại thuốc nào khác hay không,O O O COMMA O O O O COMMA O O O O O O O O COMMA O O O O O O O O O COMMA O O O O O O O O O O O O O O COMMA O O O O COMMA COMMA O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O QUESTION,,
train_036422,train,"Phương pháp cắt trĩ bằng máy đốt điện cao tần hoặc máy cắt siêu âm được sử dụng cho tất cả mọi loại trĩ trĩ hỗn hợp, trĩ biến chứng huyết khối, da thừa hậu môn nhưng khá đau và chăm sóc khó. Dù phương pháp nào đi nữa thì trĩ vẫn luôn có khả năng tái phát nếu vẫn duy trì lối sống ít vận động, ăn ít chất xơ, ít uống nước và ngồi lâu khi đi tiêu. Bạn nên khám tại bệnh viện đa khoa, đăng ký khám chuyên khoa ngoại tổng quát, sau khi bác sĩ thăm khám sẽ xác định mức độ và tư vấn hướng điều trị thích hợp nhất cho bạn, bạn nhé. Thân mến.",phương pháp cắt trĩ bằng máy đốt điện cao tần hoặc máy cắt siêu âm được sử dụng cho tất cả mọi loại trĩ trĩ hỗn hợp trĩ biến chứng huyết khối da thừa hậu môn nhưng khá đau và chăm sóc khó dù phương pháp nào đi nữa thì trĩ vẫn luôn có khả năng tái phát nếu vẫn duy trì lối sống ít vận động ăn ít chất xơ ít uống nước và ngồi lâu khi đi tiêu bạn nên khám tại bệnh viện đa khoa đăng ký khám chuyên khoa ngoại tổng quát sau khi bác sĩ thăm khám sẽ xác định mức độ và tư vấn hướng điều trị thích hợp nhất cho bạn bạn nhé thân mến,O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O COMMA O O O O O O O O PERIOD O O O O O O O COMMA O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O COMMA O PERIOD O PERIOD,,
train_036435,train,"Polyp có thể xuất hiện trên cơ địa viêm dạ dày mạn, sử dụng thuốc điều trị bệnh dạ dày kéo dài hoặc do tiền căn gia đình. Hiện tại bạn nên thăm khám chuyên khoa tiêu hóa để xem xét ngưng bớt thuốc điều trị loét dạ dày vì nội soi không thấy loét nữa, theo dõi định kỳ để quyết định hướng xử trí tiếp theo bạn nhé. Em bị ho có đờm kéo dài hơn 2 tuần, xin bác sĩ tư vấn cho em cách xử lý ạ? Ho đờm thường do những bệnh của đường hô hấp.",polyp có thể xuất hiện trên cơ địa viêm dạ dày mạn sử dụng thuốc điều trị bệnh dạ dày kéo dài hoặc do tiền căn gia đình hiện tại bạn nên thăm khám chuyên khoa tiêu hóa để xem xét ngưng bớt thuốc điều trị loét dạ dày vì nội soi không thấy loét nữa theo dõi định kỳ để quyết định hướng xử trí tiếp theo bạn nhé em bị ho có đờm kéo dài hơn 2 tuần xin bác sĩ tư vấn cho em cách xử lý ạ ho đờm thường do những bệnh của đường hô hấp,O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O PERIOD O O O O O O O O O COMMA O O O O O O O O O O QUESTION O O O O O O O O O PERIOD,,
train_036464,train,"Có người hồi nhỏ đã bị, có người lớn lên mới phát bệnh, nguyên nhân không rõ vì là do tương tác giữa cơ địa và môi trường theo thời gian. Viêm mũi dị ứng khó có thể chữa dứt điểm. Vì bệnh không chữa dứt điểm được, nên chủ yếu là phòng ngừa bệnh xảy ra, bằng cách tránh những yếu tố gây kích thích mũi xoang, như bụi, khói thuốc lá, mạt nhà, nước hoa, phấn hoa giữ ấm vùng mũi họng, hạn chế để quạt thổi thẳng vào đầu mặt cổ, hạn chế máy lạnh, vệ sinh máy điều hòa / quạt định kỳ, ra đường nên đeo khẩu trang, trời lạnh phải giữ ấm cơ thể, tập thể dục để nâng cao sức đề kháng, có thể mua máy làm sạch không khí và bù ẩm để trong nhà nếu có điều kiện.",có người hồi nhỏ đã bị có người lớn lên mới phát bệnh nguyên nhân không rõ vì là do tương tác giữa cơ địa và môi trường theo thời gian viêm mũi dị ứng khó có thể chữa dứt điểm vì bệnh không chữa dứt điểm được nên chủ yếu là phòng ngừa bệnh xảy ra bằng cách tránh những yếu tố gây kích thích mũi xoang như bụi khói thuốc lá mạt nhà nước hoa phấn hoa giữ ấm vùng mũi họng hạn chế để quạt thổi thẳng vào đầu mặt cổ hạn chế máy lạnh vệ sinh máy điều hòa / quạt định kỳ ra đường nên đeo khẩu trang trời lạnh phải giữ ấm cơ thể tập thể dục để nâng cao sức đề kháng có thể mua máy làm sạch không khí và bù ẩm để trong nhà nếu có điều kiện,O O O O O COMMA O O O O O O COMMA O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD O O O O O O COMMA O O O O O O O O COMMA O O O O O O O O O O COMMA O COMMA O O COMMA O COMMA O COMMA O O O O O O COMMA O O O O O O O O O COMMA O O O COMMA O O O O O O O O COMMA O O O O O COMMA O O O O O O COMMA O O O O O O O O COMMA O O O O O O O O O O O O O O O O O PERIOD,,
train_037931,train,"Trong viêm gan cấp tính do siêu vi, có khi men gan tăng gấp từ 10 - 20 lần. Đối với viêm gan mạn tính thể tiến triển hoặc xơ gan hoặc viêm gan tự miễn thì men gan cũng có thể gia tăng. Các nguyên nhân khác làm tổn thương tế bào gan như rượu, sốt rét, ung thư gan, ngộ độc hóa chất tuy nhiên vẫn có trường hợp, mặc dù men gan tăng nhưng không phải từ gan mà bởi các lý do khác, như hoạt động thể lực mạnh. Mắt cá chân của em hơi bị sưng và hơi đau. Bác sĩ cho em hỏi bị gì ạ chào em em bị lâu chưa?",trong viêm gan cấp tính do siêu vi có khi men gan tăng gấp từ 10 - 20 lần đối với viêm gan mạn tính thể tiến triển hoặc xơ gan hoặc viêm gan tự miễn thì men gan cũng có thể gia tăng các nguyên nhân khác làm tổn thương tế bào gan như rượu sốt rét ung thư gan ngộ độc hóa chất tuy nhiên vẫn có trường hợp mặc dù men gan tăng nhưng không phải từ gan mà bởi các lý do khác như hoạt động thể lực mạnh mắt cá chân của em hơi bị sưng và hơi đau bác sĩ cho em hỏi bị gì ạ chào em em bị lâu chưa,O O O O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O COMMA O COMMA O O COMMA O O O O O O O O O COMMA O O O O O O O O O O O O O O O COMMA O O O O O PERIOD O O O O O O O O O O PERIOD O O O O O O O O O O O O O QUESTION,,
validation_000362,validation,"Nếu cháu đã nội soi dạ dày cách 1 tuần thì không cần nội soi lại, thêm nữa việc đang dùng kháng sinh để diệt vi khuẩn hp hoặc điều trị nhiễm khuẩn khác khi làm nội soi test hp cũng không còn chính xác. Bác cũng không cần phải đưa cháu tới bạch mai khám lại. Nếu cháu chưa đỡ thì bác chụp ảnh đơn thuốc cũ, kết quả nội soi gửi lên đây và đăng ký khám online tôi sẽ chỉnh thuốc cho cháu chương trình được miễn phí bác nhé chồng tôi đi khám bác sĩ kết luận, vòm họng có nhiều tổ chức hạt. Xin hỏi bác sĩ đây là bệnh gì, có nguy hiểm không? Và cách chữa trị thế nào? Theo bạn kể có thể chồng bạn bị viêm họng hạt.",nếu cháu đã nội soi dạ dày cách 1 tuần thì không cần nội soi lại thêm nữa việc đang dùng kháng sinh để diệt vi khuẩn hp hoặc điều trị nhiễm khuẩn khác khi làm nội soi test hp cũng không còn chính xác bác cũng không cần phải đưa cháu tới bạch mai khám lại nếu cháu chưa đỡ thì bác chụp ảnh đơn thuốc cũ kết quả nội soi gửi lên đây và đăng ký khám online tôi sẽ chỉnh thuốc cho cháu chương trình được miễn phí bác nhé chồng tôi đi khám bác sĩ kết luận vòm họng có nhiều tổ chức hạt xin hỏi bác sĩ đây là bệnh gì có nguy hiểm không và cách chữa trị thế nào theo bạn kể có thể chồng bạn bị viêm họng hạt,O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O PERIOD O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O PERIOD O O O O O O O COMMA O O O QUESTION O O O O O QUESTION O O O O O O O O O O PERIOD,,
validation_003180,validation,"Sau đó em cũng chụp x-quang phổi nhưng vẫn không tìm ra nguyên nhân. Vậy hơi thở có mùi của em là do đâu và em cần làm gì để chấm dứt tình trạng này? Cảm ơn bác sĩ đã tư vấn. Chào bạn, cảm ơn bạn đã gửi câu hỏi về cho hệ thống y tế vinmec, với câu hỏi của bạn tôi xin trả lời như sau mùi hôi ở vùng mũi họng có thể do tình trạng viêm nhiễm tại chỗ như viêm mũi xoang, viêm lợi, viêm amidan hoặc có thể là căn nguyên của nhiều căn bệnh khác. Vì thế bạn có thể đặt lịch khám tai - mũi - họng và răng - hàm - mặt tại vinmec để các bác sĩ thăm khám và có hướng điều trị tốt nhất cho bạn.",sau đó em cũng chụp x-quang phổi nhưng vẫn không tìm ra nguyên nhân vậy hơi thở có mùi của em là do đâu và em cần làm gì để chấm dứt tình trạng này cảm ơn bác sĩ đã tư vấn chào bạn cảm ơn bạn đã gửi câu hỏi về cho hệ thống y tế vinmec với câu hỏi của bạn tôi xin trả lời như sau mùi hôi ở vùng mũi họng có thể do tình trạng viêm nhiễm tại chỗ như viêm mũi xoang viêm lợi viêm amidan hoặc có thể là căn nguyên của nhiều căn bệnh khác vì thế bạn có thể đặt lịch khám tai - mũi - họng và răng - hàm - mặt tại vinmec để các bác sĩ thăm khám và có hướng điều trị tốt nhất cho bạn,O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O QUESTION O O O O O O PERIOD O COMMA O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O COMMA O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
validation_003282,validation,"Đây là 1 vòng xoáy bệnh lý mà gốc rễ nằm ở rối loạn tâm lý - tâm thần trước tiên. Do đó, mặc dù đây có thể là rối loạn tạm thời, nhưng nếu không điều trị thì có thể sẽ nặng nề hơn nhiều, việc điều trị sẽ giúp em mau bình phục hơn. Tôi không phải là bác sĩ chuyên khoa tâm thần, do đó em vẫn cần phải khám bác sĩ chuyên khoa tâm thần để xác định rõ loại rối loạn và điều trị thích hợp. Để chẩn đoán một người có rối loạn tâm lý - tâm thần mức độ ra sao, có kèm bệnh gì hay không, cần điều trị thuốc gì thì bác sĩ và bệnh nhân phải ngồi lại với nhau.",đây là 1 vòng xoáy bệnh lý mà gốc rễ nằm ở rối loạn tâm lý - tâm thần trước tiên do đó mặc dù đây có thể là rối loạn tạm thời nhưng nếu không điều trị thì có thể sẽ nặng nề hơn nhiều việc điều trị sẽ giúp em mau bình phục hơn tôi không phải là bác sĩ chuyên khoa tâm thần do đó em vẫn cần phải khám bác sĩ chuyên khoa tâm thần để xác định rõ loại rối loạn và điều trị thích hợp để chẩn đoán một người có rối loạn tâm lý - tâm thần mức độ ra sao có kèm bệnh gì hay không cần điều trị thuốc gì thì bác sĩ và bệnh nhân phải ngồi lại với nhau,O O O O O O O O O O O O O O O O O O O O PERIOD O COMMA O O O O O O O O O COMMA O O O O O O O O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O COMMA O O O O O COMMA O O O O O O O O O O O O O O O PERIOD,,
validation_004439,validation,"Một ngày 3 lần sáng sau đánh răng, tối trước khi đi ngủ và chiều sau khi tắm bạn nhé cảm ơn bác sỹ nhiều. Anh thắng cho hỏi họng như này thì bị sao ah. Hôm trc có hỏi a rồi mà mấy nay nó cứ vướng vướng phía bên phải khó chịu quá. Cảm ơn anh. Đó là các tổ chức lympho quá khi có viêm vùng họng bạn nhé, bạn súc họng sạch sẽ nếu không đỡ thì có thể phải dùng liệu pháp kháng sinh, song không nên lạm dụng hình ảnh này liệu có khả năng utvh hay gì ko bác sỹ. Vì thực tế nó cũng 2 tháng rồi. Trước có hạch bsy bv bạch mai cũng cho uống 20 ngày kháng sinh mà nó vẫn vậy. Nuốt hơi đau, ăn hơi vướng, đờm trong, ko ho sốt.",một ngày 3 lần sáng sau đánh răng tối trước khi đi ngủ và chiều sau khi tắm bạn nhé cảm ơn bác sỹ nhiều anh thắng cho hỏi họng như này thì bị sao ah hôm trc có hỏi a rồi mà mấy nay nó cứ vướng vướng phía bên phải khó chịu quá cảm ơn anh đó là các tổ chức lympho quá khi có viêm vùng họng bạn nhé bạn súc họng sạch sẽ nếu không đỡ thì có thể phải dùng liệu pháp kháng sinh song không nên lạm dụng hình ảnh này liệu có khả năng utvh hay gì ko bác sỹ vì thực tế nó cũng 2 tháng rồi trước có hạch bsy bv bạch mai cũng cho uống 20 ngày kháng sinh mà nó vẫn vậy nuốt hơi đau ăn hơi vướng đờm trong ko ho sốt,O O O O O O O COMMA O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O PERIOD O O PERIOD O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O PERIOD O O O O O O O PERIOD O O O O O O O O O O O O O O O O O PERIOD O O COMMA O O COMMA O COMMA O O PERIOD,,
validation_006053,validation,"Người lớn bảo là do đổi sữa mới bị như vậy cũng cho ăn rau củ quả uống nước mà không có biểu hiện khá lên nên em hoang mang quá nhờ bác sĩ tư vấn giúp ạ chào bạn, bé nhà bạn mấy ngày đi ngoài 1 lần và phân như thế nào, khô rắn hay vẫn khuôn bình thường. Chế độ ăn hàng ngày của các bé thế nào? Bạn có thể xem xét đổi sữa cho bé, ngoài vấn đề cho bé uống nhiều nước, tăng cường thực phẩm nhiều chất xơ, bạn luyện thói quen đi ngoài vào một giờ cố định cho trẻ và cho bé ăn thức ăn mềm lỏng dễ tiêu nhé. Ngoài ra không khuyến khích con nhịn đi ngoài khi buồn đi đặc biệt với trẻ đã đi học mẫu giáo.",người lớn bảo là do đổi sữa mới bị như vậy cũng cho ăn rau củ quả uống nước mà không có biểu hiện khá lên nên em hoang mang quá nhờ bác sĩ tư vấn giúp ạ chào bạn bé nhà bạn mấy ngày đi ngoài 1 lần và phân như thế nào khô rắn hay vẫn khuôn bình thường chế độ ăn hàng ngày của các bé thế nào bạn có thể xem xét đổi sữa cho bé ngoài vấn đề cho bé uống nhiều nước tăng cường thực phẩm nhiều chất xơ bạn luyện thói quen đi ngoài vào một giờ cố định cho trẻ và cho bé ăn thức ăn mềm lỏng dễ tiêu nhé ngoài ra không khuyến khích con nhịn đi ngoài khi buồn đi đặc biệt với trẻ đã đi học mẫu giáo,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O COMMA O O O O O O PERIOD O O O O O O O O O QUESTION O O O O O O O O COMMA O O O O O O O COMMA O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O PERIOD,,
validation_006532,validation,"Sau khoảng 1-2 tuần thì không đau nữa nhưng cục u vẫn còn. Sau đó tầm 1 tháng thì biến mất hoàn toàn. Thỉnh thoảng cháu bị viêm họng thì cục u nổi lên lại, trung bình 1 năm nổi lên tầm 3-4 lần. Ngoài ra, cháu có bị u nang bã đậu nhỏ, không đau, nằm trong dái tai trái u bã đậu nằm phía trên so với cục u sưng tấy trên. Xin bác sĩ giải đáp dùm cháu là cháu bị triệu chứng như trên là bị bệnh gì? Vì sao cục u đó tái đi tái lại hoài? Có cách nào chữa dứt điểm không ạ? Chào bạn, qua mô tả cục u có thể bản chất là hạch, hạch vùng đầu mặt, hạch cổ rất dễ bị viêm phản ứng khi có ổ viêm nhiễm trong khu vực này.",sau khoảng 1-2 tuần thì không đau nữa nhưng cục u vẫn còn sau đó tầm 1 tháng thì biến mất hoàn toàn thỉnh thoảng cháu bị viêm họng thì cục u nổi lên lại trung bình 1 năm nổi lên tầm 3-4 lần ngoài ra cháu có bị u nang bã đậu nhỏ không đau nằm trong dái tai trái u bã đậu nằm phía trên so với cục u sưng tấy trên xin bác sĩ giải đáp dùm cháu là cháu bị triệu chứng như trên là bị bệnh gì vì sao cục u đó tái đi tái lại hoài có cách nào chữa dứt điểm không ạ chào bạn qua mô tả cục u có thể bản chất là hạch hạch vùng đầu mặt hạch cổ rất dễ bị viêm phản ứng khi có ổ viêm nhiễm trong khu vực này,O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD O O O O O O O O O O O COMMA O O O O O O O O PERIOD O COMMA O O O O O O O COMMA O COMMA O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O QUESTION O O O O O O O O O QUESTION O O O O O O O QUESTION O COMMA O O O O O O O O O O COMMA O O O COMMA O O O O O O O O O O O O O O O O PERIOD,,
validation_007017,validation,"Ngoài triệu chứng tiểu buốt ra, chú còn thấy bất thường gì không? Không cô trieu chứng gi them thuốc mua nha thuốc bac si cho tôi xin mot toa thuoc vi dịch covid không đi kham được chú đặt lịch khám miễn phí để được tư vấn cụ thể nhé chú. Cháu cần thêm 1 số thông tin mới kê đơn được ạ. Chú ấn vào ảnh đại diện của bác sỹ, chọn tư vấn trực tuyến, chọn ngày giờ khám, cháu sẽ gọi thoại hoặc gọi video để trao đổi cụ thể ạ tôi chưa nhận đuoc toa thuoc của bác sĩ. Chú vào phần hồ sơ sức khỏe, có mục đơn thuốc ạ chào bác sĩ, em năm nay 25 tuổi, hiện tại một bên amidan của em nổi một cục mủ nhưng không đau. Liệu nó có nguy hiểm không ạ?",ngoài triệu chứng tiểu buốt ra chú còn thấy bất thường gì không không cô trieu chứng gi them thuốc mua nha thuốc bac si cho tôi xin mot toa thuoc vi dịch covid không đi kham được chú đặt lịch khám miễn phí để được tư vấn cụ thể nhé chú cháu cần thêm 1 số thông tin mới kê đơn được ạ chú ấn vào ảnh đại diện của bác sỹ chọn tư vấn trực tuyến chọn ngày giờ khám cháu sẽ gọi thoại hoặc gọi video để trao đổi cụ thể ạ tôi chưa nhận đuoc toa thuoc của bác sĩ chú vào phần hồ sơ sức khỏe có mục đơn thuốc ạ chào bác sĩ em năm nay 25 tuổi hiện tại một bên amidan của em nổi một cục mủ nhưng không đau liệu nó có nguy hiểm không ạ,O O O O O COMMA O O O O O O QUESTION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O PERIOD O O O O O O O O COMMA O O O O COMMA O O O COMMA O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O COMMA O O O O O O O COMMA O O O O COMMA O O O O O O O O O O O O O PERIOD O O O O O O QUESTION,,
validation_008501,validation,"Vì vậy, u gan lành không có chỉ định phẫu thuật để ngừa ung thư. Nếu u gan lành chuyển sang ung thư gan thì sẽ có chỉ định cắt 1 phần gan. Việc cắt gan không đơn giản như cắt tóc, do đó các bác sĩ rất hạn chế phẫu thuật gan. Trích từ gltt của alobacsi các phương pháp chẩn đoán và phân biệt u gan lành tính và ác tính hay bị đau đầu là bị gì ạ bs với tụt huyết áp chào chị huyết áp của chị đo được là bao nhiêu ạ? Con em dễ bị kích ứng mũi khi vào máy lạnh, nên em xin hỏi bác sĩ là sử dụng chai xịch này thường ngày cho trẻ có được không? Xin cảm ơn bác sĩ.",vì vậy u gan lành không có chỉ định phẫu thuật để ngừa ung thư nếu u gan lành chuyển sang ung thư gan thì sẽ có chỉ định cắt 1 phần gan việc cắt gan không đơn giản như cắt tóc do đó các bác sĩ rất hạn chế phẫu thuật gan trích từ gltt của alobacsi các phương pháp chẩn đoán và phân biệt u gan lành tính và ác tính hay bị đau đầu là bị gì ạ bs với tụt huyết áp chào chị huyết áp của chị đo được là bao nhiêu ạ con em dễ bị kích ứng mũi khi vào máy lạnh nên em xin hỏi bác sĩ là sử dụng chai xịch này thường ngày cho trẻ có được không xin cảm ơn bác sĩ,O COMMA O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O QUESTION O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O QUESTION O O O O PERIOD,,
validation_008987,validation,"Bạn hãy đi khám bác sĩ tâm thần để điều chỉnh lại giấc ngủ tự nhiên vào buổi tối, áp dụng các bài tập thể dục tại nhà, sống lành mạnh và cố gắng giao lưu với mọi người dưới mọi hình thức zalo, chat, vì mùa covid, thì bạn mới cải thiện được tình trạng hiện nay, bác sĩ chỉ có thể giúp bạn được 50 bệnh, còn lại vấn đề thuộc về sự cố gắng của bạn. Nếu bạn còn thắc mắc về điều trị dứt điểm rối loạn giấc ngủ, bạn có thể đến bệnh viện thuộc hệ thống y tế vinmec để kiểm tra và tư vấn thêm. Cảm ơn bạn đã tin tưởng và gửi câu hỏi đến vinmec. Chúc bạn có thật nhiều sức khỏe. Trân trọng.",bạn hãy đi khám bác sĩ tâm thần để điều chỉnh lại giấc ngủ tự nhiên vào buổi tối áp dụng các bài tập thể dục tại nhà sống lành mạnh và cố gắng giao lưu với mọi người dưới mọi hình thức zalo chat vì mùa covid thì bạn mới cải thiện được tình trạng hiện nay bác sĩ chỉ có thể giúp bạn được 50 bệnh còn lại vấn đề thuộc về sự cố gắng của bạn nếu bạn còn thắc mắc về điều trị dứt điểm rối loạn giấc ngủ bạn có thể đến bệnh viện thuộc hệ thống y tế vinmec để kiểm tra và tư vấn thêm cảm ơn bạn đã tin tưởng và gửi câu hỏi đến vinmec chúc bạn có thật nhiều sức khỏe trân trọng,O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O COMMA O O O O O O O O O O O O O O O COMMA COMMA O O COMMA O O O O O O O O O COMMA O O O O O O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O PERIOD O O O O O O PERIOD O PERIOD,,
validation_009335,validation,"Cảm ơn bác sĩ nhiều ạ. Chào em, em nên đưa bé đến khám bác sĩ chuyên khoa nhi để được bác sĩ kiểm tra, đánh giá tình trạng vết tiêm, cũng như đưa ra lời tư vấn cụ thể và chính xác nhất nhé. Cảm ơn em đã đặt câu hỏi tới hệ thống y tế vinmec. Trân trọng. Việc bọc răng sứ được thực hiện như thế nào, thưa bs? Sứ bọc răng có những loại nào, có phải càng mắc tiền thì càng tốt không ạ? Chào bạn, để bọc răng sứ có nhiều cách khác nhau. Khi bệnh nhân đến hoặc xin tái khám để bọc răng sứ sẽ có chỉ định mài răng, sau đó được lấy dấu răng và gửi labo, đúc răng theo kích thước răng bệnh nhân và gắn lên răng thật của bệnh nhân.",cảm ơn bác sĩ nhiều ạ chào em em nên đưa bé đến khám bác sĩ chuyên khoa nhi để được bác sĩ kiểm tra đánh giá tình trạng vết tiêm cũng như đưa ra lời tư vấn cụ thể và chính xác nhất nhé cảm ơn em đã đặt câu hỏi tới hệ thống y tế vinmec trân trọng việc bọc răng sứ được thực hiện như thế nào thưa bs sứ bọc răng có những loại nào có phải càng mắc tiền thì càng tốt không ạ chào bạn để bọc răng sứ có nhiều cách khác nhau khi bệnh nhân đến hoặc xin tái khám để bọc răng sứ sẽ có chỉ định mài răng sau đó được lấy dấu răng và gửi labo đúc răng theo kích thước răng bệnh nhân và gắn lên răng thật của bệnh nhân,O O O O O PERIOD O COMMA O O O O O O O O O O O O O O O O COMMA O O O O O COMMA O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O PERIOD O PERIOD O O O O O O O O O COMMA O QUESTION O O O O O O COMMA O O O O O O O O O QUESTION O COMMA O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O COMMA O O O O O O O O COMMA O O O O O O O O O O O O O O O PERIOD,,
